Sighting ID,EventDate,EventTime,Duration,City,State,Country,Lat,Lon,TotalObservers,Summary,NumShips,Shape,NUFORC Note,Explanation,Certainty,Highlight
96829,3/29/2013,11:09 PM,I don't know how long the,Chateauguay ,QC,Canada,45.3601589,-73.7494033,1,"Object at far distance with bright flashing lights (blue, green and red).  ((NUFORC Note:  Twinkling star??  PD))",1,Light,Twinkling star??  PD,,,0
106658,1/25/2014,10:45 PM,5 minutes,Calgary ,AB,Canada,51.0447331,-114.0718831,2,Orange (and blue tinged) objects observed over south west Calgary.,5,Changing,Two very nice photos provided by witness.  PD,,,0
179181,10/28/2023,9:28 PM,3 to 4 mins.,Toronto,ON,Canada,,,10,UFO hovering above vicinity of local park.,1,Changing,Update from witness: This has been explained as a kite with leds.,Kite,Certain,0
174746,2/27/2023,9:55 PM,12 mins,Whitehorse,YT,Canada,60.7197137,-135.0522761,2,170 degrees south from location.    NUFORC Note: Jupiter and Venus,2,Circle,Venus and Jupiter,Planet/Star,Certain,0
55116,1/18/2007,6:15 PM,5 Minutes,Calgary ,AB,Canada,51.0447331,-114.0718831,1,I looked out the back main window which faces WSW towards the geographically.  ((NUFORC Note:  Probably Venus.  PD)),1,Circle,Venus is visible in the western sky at the time indicated.  The ISS does not set on the western horizon.  Probably Venus.  PD,,,0
76480,7/2/2010,10:41 PM,1 hour,Whitby ,ON,Canada,43.8975446,-78.9429329,2,Strange bright light hanging low in the night sky (not a planet) moved very slow and pulsing orange.  ((NUFORC Note:  Venus.  PD)),1,Light,Venus.  PD,,,0
68213,1/23/2009,9:00 PM,30+ minutes,Surrey ,BC,Canada,49.1913466,-122.8490125,1,"There was a bright light in the night sky, moving at sharp angles in a predictable rectangular path.  ((NUFORC Note:  Venus.  PD))",1,Light,Venus.  PD,,,0
59582,11/2/2007,5:00 AM,6 hours,Deline ,NT,Canada,65.187021,-123.4239102,11,WE viewed as illuminated disc like shaped object in the sky for over 3 hours and got it all on video. ((NUFORC Note:  Venus?  PD)),1,Changing,Venus?  PD,,,0
75831,6/18/2010,11:00 PM,1/2 hr,Batchewana Bay ,ON,Canada,46.9279579,-84.605911,2,Unknown object seen in sky.  ((NUFORC Note:  Venus??  PD)),1,Circle,Venus??  PD,,,0
27773,2/12/2003,2:35 AM,west,Saddle Lake ,AB,Canada,53.9705711,-111.6898849,2,"I went out side for a smoke, on my stairs and i look up in the sky then i seen three disc shapes.Theze shapes were like lights.There mu",3,Disk,"Was are uncertain of the date, but we presume it is in 2003.  We would request clarification from the witness, but he does not provide a return e-address.  PD",,,0
15823,12/30/2000,8:55 PM,3-4 minutes,Calgary ,AB,Canada,51.0447331,-114.0718831,2,We videotaped a fireball crahing to earth....newsreporter & scientist can't explain our footage..,1,Fireball,"We agree that it could not have been a meteor, if it was visible for 3-4 minutes.  We suspect a high-altitude jet aircraft, leaving a contrail behind it, but that is only a guess.  PD",,,0
129495,8/22/2016,12:00 AM,the past three nights,Whitehorse ,YT,Canada,60.7197137,-135.0522761,3,((HOAX??))  Cool scary and weird.,0,Other,"We also received a telephoned message from the source of this report, but it was laced with profanity, which, in our experience, is not a good sign.  We have attempted to contact the witness via telephone on 4-5 occasions, but unsuccessfully, to date.  PD",,,0
30455,7/27/2003,4:00 AM,1-2 minutes,Kimberly (St. Mary's Lake) ,BC,Canada,49.3508569,-122.8293559,2,"Telephoned Report:  A husband and wife, camped with their children near St. Mary's Lake, approximately 12 miles east of Kimberly, B.C.,",1,Light,"We are awaiting reports from the witnesses, but will post this report for now.  We observe that the International Space Station passed over Kimberly, B.C., at 00:24 hrs. on July 27, but it may not be related to the sighting described by the witnesses.   However, the witnesses may not have had a timepiece, to be able to determine an accurate time for their sighting.  Please see the following URL for details on the flight path of the ISS:

http://www.heavens-above.com/gtrack.asp?date=37829.2690732987&lat=49.683&lng=-115.983&alt=1110&loc=Kimberly&TZ=MST&satid=25544

PD))",,,0
39121,8/8/2004,11:30 PM,3-10 min.,Carberry (south of) ,MB,Canada,49.8712248,-99.3608438,3,Many moving constallations  flash and disappear into the dark rift of milky way,5,Light,"We are not aware of the UFO ""flap"" alludeded to, but will investigate the possible occurrence of several sightings in that province.  Chris Rutkowski, Canadian investigator, may know of it.  PD",,,0
42072,2/15/2005,12:00 AM,5 minutes,"Lloydminster (Alberta, Canada)",AB,Canada,53.2779625,-110.0061451,1,UFO squadron sited in Lloydminster Alberta (possible U.S. military training exercise),10,Disk,"We are not certain whether the sighting occurred on the morning of, or evening of, February 15.  We will attempt to clarify the time with the witness.  PD",,,0
21141,9/15/2001,1:00 AM,30seconds,Windsor ,ON,Canada,42.3149367,-83.0363633,1,Black shape floated slowly across the sky late one clear august night,1,Unknown,We are not connected with any government.  PD,,,0
43133,10/16/1988,12:34 AM,20 minutes,Winnipeg ,MB,Canada,49.8954221,-97.1385145,3,Triangular shape lands in a manitoban field.  ((NUFORC Note:  Possibly not a serious report.  PD)),3,Triangle,We are not convinced that this is meant to be a serious report.  PD,,,0
134031,4/15/2014,11:00 PM,1 minute,Annapolis Royal,NS,Canada,44.7439614,-65.5196358,1,((HOAX??))  Glowing blue disc with open engine bay and alien encounter.,1,Disk,"We are unable to certify that the report is an accurate account of a real incident.  We attempted to reach the source of the report via telephone, and were left with the impression that the report may be a hoax.  PD",,,0
115800,4/24/2014,8:00 PM,10 minutes,Kelowna ,BC,Canada,49.8863235,-119.4965917,4,"Boomerang, V-shaped, craft with five bright lights as seen at Phoenix.",1,Triangle,We are unable to certify that this is a serious-minded report.  PD,,,0
70763,6/24/2009,1:00 AM,30 minutes,Wiarton ,ON,Canada,44.7419729,-81.1408344,5,1 craft seemed to steal earths energy to power up its craft.,1,Circle,"We are uncertain as to whether this is intended as a serious-minded report, although it has all of the hallmarks that we traditionally, associate with a good report.  Can anyone in the vicinity of Wiarton, Canada, confirm the power outage?  PD",,,0
16748,8/21/1999,2:45 AM,15 seconds,Gold Bridge/Lilleot (between) ,BC,Canada,50.851194,-122.839148,1,"Bright fire coloured object, unusual tracking, flaring",1,Light,"We are very interested in this report, and will attempt to obtain the exact date.  PD",,,0
152950,1/28/2020,9:00 PM,1 second,Anywhere ,BC,Canada,53.7266683,-127.6476206,1,The sound of silence...,0,Unknown,"We are working as hard as we can.  We've been deluged with reports, and prank calls.  PD",,,0
127970,12/1/2013,4:40 AM,<5 minutes,Winnipeg ,MB,Canada,49.8954221,-97.1385145,1,Possible visitation??,0,Other,We assume that the date in December 2013 is approximate.  PD,,,0
50427,11/3/1979,11:50 PM,30 sec,Brampton ,ON,Canada,43.7315479,-79.7624177,2,This was scary as I never saw my father again,1,Cross,"We assume that this report was submitted as a serious-minded account of the event, but we cannot be certain that that is the case.  PD",,,0
37472,8/21/2000,11:00 PM,1 minute,Midland ,ON,Canada,44.749516,-79.8921923,1,Triangular brightly lit object.,1,Triangle,"We assume the witness implies an approximate date of August 21, 2000.  We will attempt to confirm.  PD",,,0
186597,11/23/2024,4:59 PM,Approximately 15 seconds,Toronto,ON,Canada,43.7670625,-79.3408125,1,1,1,Disk,We assume the witness was looking at the phone when they saw it.,Camera Anomaly,Probable,0
38784,8/21/2004,10:14 PM,2min,Peterborough ,ON,Canada,44.3047061,-78.3199606,2,Large bright orange light going in a stright line below airliners route as there where three planes way higher on thier flightr paths.,1,Oval,"We assume the witness, who elects to remain anonymous, implies a date in August 2004, not September.  We have changed the date above.  PD",,,0
31005,8/28/2003,9:30 PM,1 minute,Maple ,ON,Canada,47.3833333,-80.3333333,4,"star flying across the sky, moving like a snake.",1,Orb,"We believe that a satellite in polar orbit would be the first possibility to be ruled out.  Satellites often are reported to exhibit deviations from their orbital path, but the cause is movement of the observer's eye, and perhaps other perceptual causes.  This is a guess on our part.  PD",,,0
34947,2/9/2004,8:30 PM,30min,Calgary ,AB,Canada,51.0447331,-114.0718831,2,2 bright objects in the sky hovering and signaling each other.,2,Sphere,"We believe that celestial bodies, possibly twinkling stars, would be the first possibility that would have to be ruled out, before we could conclude that the witness had observed a genuine UFO.  PD",,,0
50888,6/6/2006,8:00 PM,10 MIN,Woodstock ,NB,Canada,46.150266,-67.6033952,1,NOTICED OBJECTS IN  PICTURES.,0,Disk,"We believe that the alleged ""chemtrails"" are nothing more than typical contrails.  PD",,,0
102911,9/19/2013,7:39 PM,95 seconds,Pictou ,NS,Canada,45.6761282,-62.708845,1,Images on digital photos taken Sept 19th and just noted Oct 1st in squence and time stamped.  ((NUFORC Note:  Lens flare?  PD)),1,Orb,"We believe that the image, which looks transparent to us, probably is a lens flare.  PD",,,0
46765,10/1/2005,9:41 PM,Don't know,Montréal ,QC,Canada,45.5018869,-73.5673919,1,I just want to take a picture of Montréal and when i come here in front on my computer i see that green and orange thing in front of me,2,Changing,We believe that the photograph has not been sent yet to our Center.  PD,,,0
89357,5/19/2012,4:00 PM,30 seconds,Creston ,BC,Canada,49.0955401,-116.5135079,1,"((LENS FLARES))  I was taking photos of the sky, not knowing what I had caught until I obseverd them weeks later! A blue glowing glob,",1,Circle,"We believe the blue-colored circular object, as well as the red ""streak,"" are lens flares, caused by photographing directly into the sun.  PD",,,0
117047,1/29/2015,3:00 PM,30 minutes,Chiloquin ,ON,Canada,56.130366,-106.346771,3,Unidentified colored cloud appears and shape shifts.  ((NUFORC Note:  We believe the object is refracted sunlight.  PD)),1,Unknown,We believe the object is refracted sunlight.  We have amended the year above.  PD,,,0
79813,10/16/2010,9:32 AM,,Portage du Fort ,QC,Canada,45.593286,-76.660131,1,Fiery yellow-orange ball in cloudy sky.  ((NUFORC Note:  We believe the object may be a water droplet on the camera lens.  PD)),1,Circle,We believe the object may be a water droplet on the camera lens.  PD,,,0
37756,6/23/2004,2:30 AM,5 Minutes,London ,ON,Canada,42.9849233,-81.2452768,1,"Star like, rapidly changing colours, pulsating, high speed movement, very high up ((NUFORC Note:  Possible twinkling star?? PD))",1,Light,"We believe the possibility that the witness is observing a ""twinkling"" star would have to be ruled out, before we could conclude that he was observing a UFO.  PD",,,0
42033,7/20/1997,12:00 AM,3 seconds,Ontario ,ON,Canada,51.253775,-85.3232139,1,Green doughnut passing directly overhead at high speed (90 degree arc in 3 seconds).,1,Circle,"We believe we may know of the event the witness describes, and we have requested more information from him.  The date above is approximate, although the year is correct, we believe.  PD",,,0
76800,6/26/2010,10:55 PM,4 minutes,Saint John ,NB,Canada,45.2733153,-66.0633081,2,Strange sphere passing through night sky,1,Orb,We cannot certify that this is a serious-minded report.  Souce of report indicates that the date is approximate.  PD,,,0
37226,5/29/2004,10:10 PM,20 minutes,Brossard ,QC,Canada,45.4514357,-73.4619103,4,"Bright lights rotating around each other with colors of red, green, blue, and white. ((Advertising lights??))",8,Formation,"We cannot help but wonder whether the lights might have been part of an advertising exhibition, although we have never heard of an advertising light display with lights of different colors.  Just a guess.  PD",,,0
54789,1/16/2007,1:30 PM,,Kingston ,ON,Canada,44.231345,-76.4809694,2,"Early afternoon, clear sky,at an intersection here in Kingston, My wife and I where driving to go get a coffee,when we both notice at t",1,Sphere,We do not know if this is intended as a serious report.  PD,,,0
69040,3/2/2009,7:20 PM,hour,Surrey ,BC,Canada,49.1913466,-122.8490125,4,"at around 7:20pm i steped ouside for a after dinner smoke. looked up to in the sky looking at the stars , and saw an extremly bright li",1,Light,"We do not know what caused the flash, alluded to above, but the bright light may have been Venus, we suspect.  PD",,,0
45410,7/17/2005,11:00 PM,3h over 3 diferent  tdate,"Borden/Carlton (PEI, Canada)",PE,Canada,46.2537626,-63.6921622,1,Over a period of 3 weeks i noticed a strange glowing object in the sky it was abnormally low and i knew it was not a star. It was not t,3,Fireball,We do not know what it is the witnesses observed.  We would like to receive reports from other witnesses to the same event.  PD,,,0
17889,8/21/2000,3:30 AM,2:00:00,Angus ,ON,Canada,44.3255513,-79.8884555,2,"Swirling Light in the sky, pictures that have lights beside my head that move left to right and leave a green trail in a splt second",0,Unknown,"We do not know what the individuals witnessed, but we feel that a laser-based advertising light would have to be ruled out.  They are quite similar in appearance to what the witness has described, but we do not know whether Angus, Ontario, is a populated enough area to warrant the use of dramatic advertising lights.  Moreover, we would not expect an advertising light to be used at 0300 hrs.., since they are very expensive to operate.  PD",,,0
29532,7/4/2003,11:59 PM,10 seconds,Ottawa ,ON,Canada,45.4215296,-75.6971931,1,"Same as my last report in June. Bluish white light, shoots straigt up turns red-orange then gone. I checked with NASA thinking it may b",1,Light,"We do not know what the witness allegedly has observed on two occasions, now, and no amount of investigation would resolve the issue, we suspect.  His first sighting report is for June 25, 2003, from Ottowa.  PD",,,0
27831,2/21/2003,10:00 PM,25 minuter,Wellington ,PE,Canada,46.4538293,-63.9995297,5,bright lights moved very fast hovered up and down side to side lost our power pets went nuts and skidoos shut off,3,Changing,"We do not know what the witness observed.  We do not know whether the sighting occurred on February 21, or February 22; we have requested that the witness clarify.  PD",,,0
32415,5/15/1994,10:00 PM,2 hours,Saskatoon ,SK,Canada,52.157902,-106.6701577,2,"streams of light and triangular lights seen over Saskatoon, SK.",3,Light,"We do not know what the witnesses observed, although we doubt whether the objects were genuine UFO's.  Had they been UFO's in the night sky above Saskatoon, we suspect that our Hotline telephone would have been ringing off the hook, and the objects would have been reported by astronomers of all stripes.  We believe the most likely possibility is that the witnesses were looking at twinkling stars.  The moving red light might have been a solid red light on an aircraft.  However, all of this is conjecture, since we did not witness the lights.  The dates of the sightings are approximate.  PD",,,0
31193,8/29/2003,10:50 PM,~3 MINS.,Chilliwack ,BC,Canada,49.1579401,-121.9514666,3,"Triangular shape of 3 light points travelling at high altitude ((NUFORC Note:  Possible sighting of ""NOSS"" satellites.  PD))",3,Triangle,"We do not know what the witnesses observed.  Our first suspicion was that the lights may have been the triplet of what are thought to be the U. S. Navy ""NOSS"" satellites.  Just a guess.  PD",,,0
28805,5/15/2003,11:30 PM,23:36,Aurburn ,NS,Canada,45.017355,-64.863031,4,tear drop shaped object hovering in circals,1,Teardrop,We do not know whether the name of the town is spelled correctly.  PD,,,0
15430,8/10/1997,9:14 PM,10 seconds,Burlington ,ON,Canada,43.3255196,-79.7990319,50,A hexagon shaped bright white object with a black stripe and three red dots acoross it moving at insane speeds.,1,Other,"We do not know whether the witness means a date of August 10, 1997, or October 08, 1997.  We presume the former.  Report is from an anonymous source.  PD",,,0
28802,5/15/2003,11:50 PM,10  sec,d.d.o ,QC,Canada,45.4895636,-73.8205567,4,three white lights during the luner eclipse...,1,Triangle,"We do not know whether this report is intended to be a serious one.  We do not know where ""d.d.o."" Canada is.  PD",,,0
38588,8/11/2004,1:00 PM,two hours,Riding Mountain ,MB,Canada,50.531939,-99.468598,1,An object was seen in the sky to the south of the south-east corner of the Riding Mountain National Park.,0,Disk,"We do not understand the time indicated by the witness.  She seems to suggest a night-time sighting, but indicates a time of 1300 hrs., one hour after noon.  We will check with her.  PD",,,0
15607,12/22/2000,2:25 PM,10seconds,London ,ON,Canada,42.9849233,-81.2452768,1,Three metallic hotrods crossing the sky in perfect weather.,3,Sphere,"We do not understand what the witness means when he uses the term, ""hotrods.""  PD",,,0
30593,7/27/2003,1:30 AM,2 to 3 minutes,Kimberly ,BC,Canada,49.6651567,-115.9967206,1,HBCCUFO CANADIAN REPORT:  Another witness comes forward (Bright white light).,1,Light,"We express our gratitude to Brian Vike for following up on the events in the Kimberly area.  He has collected approximately 43 reports from witnesses for this event, as of August 12, 2003.  PD",,,0
29283,7/15/2002,2:00 PM,20 seconds,Beauval ,SK,Canada,55.15218,-107.607293,1,HBCCUFO CANADIAN REPORT:  A gray object in the sky,1,Unknown,We express our gratitude to Brian Vike for sharing the report with NUFORC.  Date is approximate.  PD,,,0
28799,5/13/2003,11:35 PM,10 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,3,HBCCUFO CANADIAN REPORT:  Ring of colored lights with dark round object in the center.,1,Other,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
29438,6/24/2003,10:20 AM,10 to 15 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,2,HBCCUFO CANADIAN REPORT:  Egg shaped object hovering over the south side of the river.,1,Egg,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
29075,5/31/2003,11:00 PM,5 to 6 seconds,Houston ,BC,Canada,54.3979972,-126.6482087,2,HBCCUFO CANADIAN REPORT:  Large bright white light.,1,Light,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
29629,7/6/2003,9:30 PM,approx:10 seconds,Winnipeg (Hecla Provincial Park) ,MB,Canada,49.8954221,-97.1385145,2,HBCCUFO CANADIAN REPORT:  Object made a very quick and very sharp U-turn.,1,Unknown,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
29284,6/16/2003,11:05 PM,12 seconds,Vancouver ,BC,Canada,49.2827291,-123.1207375,1,HBCCUFO CANADIAN REPORT:  I saw a single blue light traveling very slow towards the east,1,Light,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
30363,7/26/2003,1:58 AM,3 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,1,HBCCUFO CANADIAN REPORT:  Greyish-white colored object  changing direction.,1,Light,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
30479,7/31/2003,11:30 PM,approx: 4 sec.,Houston ,BC,Canada,54.3979972,-126.6482087,1,HBCCUFO CANADIAN REPORT:  Object it zig zagged and disappeared.,1,Light,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
29655,7/7/2003,10:30 PM,5 to 6 seconds,Verdun ,QC,Canada,45.462605,-73.5634908,1,"HBCCUFO CANADIAN REPORT:  I received a telephone call on the UFO Hotline this morning from a gentleman who resides in Verdun, Quebec.",1,Other,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
28896,5/22/2003,3:55 PM,,Montreal (Montreal) ,QC,Canada,45.5018869,-73.5673919,1,HBCCUFO CANADIAN REPORT:  Large half ring over the skies of downtown Montreal,0,Other,We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,,0
30448,7/30/2003,11:50 PM,10 seconds,Airdrie ,AB,Canada,51.2926968,-114.0134113,1,HBCCUFO CANADIAN REPORT:  Pulsating a bright blue white light.,1,Light,"We express our gratitude to Brian Vike for sharing the report with NUFORC.  We note that the International Space Station was visible in the western and southern sky from 23:43-23:47 hrs. on this night, but it would not have been in the northwestern sky.  PD",,,0
28886,4/21/2003,10:30 PM,20 - 30 minutes,Houston ,BC,Canada,54.3979972,-126.6482087,2,HBCCUFO CANADIAN REPORT:  C shaped object hovering with lights,1,Other,We express our gratitude to Brian Vike for sharing the report.  PD,,,0
29073,6/5/2003,1:30 AM,approx: 3 minutes,Houston ,BC,Canada,54.3979972,-126.6482087,5,HBCCUFO CANADIAN REPORT:  five witnesses watched a huge object move silently and low over the tree line,1,Other,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30406,9/15/1996,4:00 PM,approx: 30 minutes,Vegreville ,AB,Canada,53.4940484,-112.0537769,2,HBCCUFO CANADIAN REPORT:  Golden cylinder was pacing our vehicle.,1,Cylinder,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30405,10/25/1999,2:00 PM,approx: 40 mins,Edmonton ,AB,Canada,53.5460983,-113.4937266,2,HBCCUFO CANADIAN REPORT:  I noticed a black cylinder orientated vertically.,1,Cylinder,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30362,7/24/2003,11:45 PM,60 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,2,HBCCUFO CANADIAN REPORT:  Glowing/oblong shaped object moving slowly along side highway.,1,Oval,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30885,8/3/2003,7:30 PM,2 minutes,Kelowna ,BC,Canada,49.8863235,-119.4965917,1,HBCCUFO CANADIAN REPORT:  Perfectly round metallic silver object.,1,Circle,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30404,6/17/1998,2:00 AM,approx: 10 sec.,Kamloops ,BC,Canada,50.674522,-120.3272674,1,HBCCUFO CANADIAN REPORT:  A cylinder shaped illuminated craft flew over my head.,1,Cylinder,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30393,7/27/2003,11:17 PM,approx: 8 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,1,"HBCCUFO CANADIAN REPORT:  Object +- 1.5 to 2 km up, travelled across the sky slowly",1,Light,We express our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30398,7/27/2003,11:30 PM,3 seconds,Houston ,BC,Canada,54.3979972,-126.6482087,1,HBCCUFO CANADIAN REPORT:  Bright light 3 times larger than Venus,1,Orb,"We express our gratitude to Brian Vike for sharing this report with NUFORC.  We have checked to see whether the sighting might have been caused by an overflight of the International Space Station, but it was not over British Columbia at this time, and on this date.  It had passed over approximately 66 minutes earlier.  One possibility that we feel would have to be ruled out is a tumbling booster rocket shell in orbit.  The sunlight they reflect as they tumble is intermittent.  PD",,,0
35828,3/25/2004,10:15 PM,approx: 20 seconds,New-Wes-Valley ,NL,Canada,49.1210442,-53.5987699,3,HBCCUFO CANADIAN REPORT:  Oval disk like shaped object that flew through the night's sky.,1,Disk,We express our gratitude to Brian Vike for sharing this report.  PD,,,0
28784,5/9/2003,10:35 PM,8 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,1,HBCCUFO CANADIAN REPORT:  Light grew to double the size on the moon.,1,Light,We express our gratitude to Brian Vike for sharing this report.  PD,,,0
35777,3/19/2004,8:50 PM,approx: 1 hour,Ciel de St-Rémi ,QC,Canada,45.2614988,-73.6158635,2,"HBCCUFO CANADIAN REPORT:  It was oval shaped, almost elongated, very luminous and stationary.",1,Oval,"We express our gratitude to Brian Vike for sharing this report.  We wonder whether the witnesses might have been looking at Venus, or some other celestial body.  PD",,,0
29865,8/15/2000,3:00 AM,10 minutes,Victoria ,BC,Canada,48.4284207,-123.3656444,1,HBCCUFO CANADIAN REPORT:  City bus size flying tube.,1,Other,"We express our gratitude to Brian Vike for submitting not only this report, but many others, as well.  Date of sighting is approximate.  PD",,,0
28800,5/10/2003,10:55 PM,15 seconds,Terrace ,BC,Canada,54.5181925,-128.603154,1,HBCCUFO CANADIAN REPORT:  The light was rather bright and traveling quickly.,1,Light,We express our gratitude to Brian Vike for submitting the report to NUFORC.  PD,,,0
29843,7/17/2003,10:55 PM,approx: 4 sec.,Trail ,BC,Canada,49.0965676,-117.7117301,2,"HBCCUFO CANADIAN REPORT:  Two low flying objects passed over top the Trail, B.C. Smelter.",2,Light,We express our gratitude to Brian Vike for submitting the report.  PD,,,0
29873,7/22/2003,1:05 AM,approx: 5 minues,Prince Rupert ,BC,Canada,54.3150367,-130.3208187,1,HBCCUFO CANADIAN REPORT:  Bright Flash and two lights noticed.,3,Light,We express our gratitude to Brian Vike for submitting the report.  PD,,,0
29871,7/22/2003,12:20 AM,5 seconds,Lethbridge ,AB,Canada,49.6956181,-112.8451067,1,HBCCUFO CANADIAN REPORT:  Two triangle shaped flying objects.,2,Triangle,We express our gratitude to Brian Vike for submitting the report.  PD,,,0
28817,4/15/2003,3:15 AM,4 to 6 minutes,Houston ,BC,Canada,54.3979972,-126.6482087,1,HBCCUFO CANADIAN REPORT::  multi colored object sitting in one position - not a star.,1,Light,We express our gratitude to Brian Vike for submitting the report.  PD,,,0
35532,12/26/2003,11:30 PM,1 1/2 hours - more.,Sicamous ,BC,Canada,50.8378243,-118.9768156,4,"HBCCUFO CANADIAN REPORT:  RCMP report - Sicamous, British Columbia Sighting.",2,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35489,3/24/1999,7:00 PM,10 seconds,Nelson from Castlegar ,BC,Canada,49.3237408,-117.6593341,4,HBCCUFO CANADIAN REPORT:  Light the size and brightness of a streetlight at about 100-150 yards away.,1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35497,2/28/2004,8:35 PM,several hours,Hawkwsbury ,ON,Canada,45.6071264,-74.604189,4,HBCCUFO CANADIAN REPORT:  Red lights hovering in the sky.,1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35529,9/17/1998,10:00 PM,approximately 2 minutes,Stoner ,BC,Canada,53.630507,-122.663428,4,"HBCCUFO CANADIAN REPORT:  Approximately 100 feet above the tops of the trees sat a ""huge"", pulsating glowing orange/yellow ball.",1,Other,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35488,3/15/1970,10:00 PM,2-3 minutes,Castlegar ,BC,Canada,49.3237408,-117.6593341,3,"HBCCUFO CANADIAN REPORT:  At least seven, emerged from the light and were flying around the still stationary larger object.",7,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35525,2/15/2003,10:30 AM,approximately 30 minutes,Surrey ,BC,Canada,49.1913466,-122.8490125,3,HBCCUFO CANADIAN REPORT:  Three colored spheres.,3,Sphere,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35866,3/28/2004,5:10 PM,,Calgary ,AB,Canada,51.0447331,-114.0718831,3,HBCCUFO CANADIAN REPORT:  Two r ound Discs - circular in shape and had a silver metallic color.,2,Disk,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35867,3/28/2004,1:26 AM,approx: 40 seconds,Prince George ,BC,Canada,53.9170641,-122.7496693,3,HBCCUFO CANADIAN REPORT:  We saw two fiery orange balls hovering in the sky above us.,2,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35870,7/14/2001,3:00 AM,,Vancouver ,BC,Canada,49.2827291,-123.1207375,3,"HBCCUFO CANADIAN REPORT:  A spotlight around 40-50m up in the air, no sound just a light.",1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35531,12/26/2003,11:30 PM,1 1/2 hours - more.,Sicamous ,BC,Canada,50.8378243,-118.9768156,3,HBCCUFO CANADIAN REPORT:  RCMP Investigate and observe object.,0,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35484,3/7/2004,10:50 PM,5 seconds,Stony Plain & Spruce Grove ,AB,Canada,53.5291419,-114.0018178,2,HBCCUFO CANADIAN REPORT:  Green fireball traveling south to north.,1,Fireball,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35538,8/5/1985,12:00 AM,approx: 30 seconds,Houston ,BC,Canada,54.3979972,-126.6482087,2,"HBCCUFO CANADIAN REPORT:  It split into two balls of light and each ball of light ""shot"" off at an incredible rate of speed.",1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35540,1/30/2004,9:45 PM,approx: 2 minutes,Prince George ,BC,Canada,53.9170641,-122.7496693,2,HBCCUFO CANADIAN REPORT:  A circular ball of red light approx: one block from her home.,1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35837,2/11/2004,11:30 PM,3 half hours,Richmond ,BC,Canada,49.1665898,-123.133569,2,"HBCCUFO CANADIAN REPORT:  Object moving in a slow, steady path from south to north.",1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35496,2/29/2004,9:30 PM,ten minutes,Mission ,BC,Canada,49.1329272,-122.3261603,2,"HBCCUFO CANADIAN REPORT:  A very large, bright white object in the northwestern sky.",1,Light,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35528,9/8/1991,10:45 PM,unknown,Fort St. James ,BC,Canada,54.4440119,-124.2579297,2,HBCCUFO CANADIAN REPORT:  The light grew brighter and brighter and it was engulfing the vehicle..,1,Other,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
35539,2/3/2004,7:06 AM,3 to 4 minutes,Houston ,BC,Canada,54.3979972,-126.6482087,2,HBCCUFO CANADIAN REPORT:  Moon sized object hovers above the ground.,1,Other,We express our gratitude to Brian Vike for submitting this report.  PD,,,0
